25	0.70884
50	0.33892
75	0.184
100	0.097082
125	0.044327
150	0.017326
175	0.0059237
200	0.0017763
225	0.00046735
250	0.00011004
275	2.1268e-05
300	3.8913e-06
325	5.6307e-07
350	7.2808e-08
375	7.7034e-09
400	7.5154e-10
425	5.9115e-11
450	4.3868e-12
