25	0.70884
50	0.33892
75	0.184
100	0.095807
125	0.041506
150	0.013998
175	0.0036882
200	0.00070858
225	9.3537e-05
250	7.5573e-06
275	3.2679e-07
300	6.1525e-09
325	4.5108e-11
350	4.0817e-13
